Token,IOB,Entity_Type_Number,Attention_Mask
lights,I,13,1
use,O,0,0
data,O,0,0
from,O,0,0
flow,B,6,1
sensors,I,6,1
to,O,0,0
optimize,O,0,0
traffic,O,0,0
flow,O,0,0
and,O,0,0
reduce,O,0,0
congestion,O,0,0
.,O,0,0
in,O,0,0
healthcare,O,0,0
facilities,O,0,0
biomedical,B,6,1
sensors,I,6,1
and,O,0,0
light,O,0,0
sensors,O,0,0
are,O,0,0
utilized,O,0,0
to,O,0,0
monitor,O,0,0
patient,O,0,0
conditions,O,0,0
and,O,0,0
ensure,O,0,0
proper,O,0,0
lighting,O,0,0
in,O,0,0
treatment,O,0,0
areas,O,0,0
.,O,0,0
raspberry,B,9,1
pi,I,9,1
boards,I,9,1
are,O,0,0
used,O,0,0
for,O,0,0
prototyping,O,0,0
and,O,0,0
developing,O,0,0
custom,O,0,0
iot,O,0,0
solutions,O,0,0
tailored,O,0,0
to,O,0,0
specific,O,0,0
needs,O,0,0
.,O,0,0
in,O,0,0
a,O,0,0
smart,O,0,0
gym,O,0,0
exercise,O,0,0
machines,O,0,0
are,O,0,0
equipped,O,0,0
with,O,0,0
iot,O,0,0
sensors,O,0,0
that,O,0,0
track,O,0,0
users,O,0,0
performance,O,0,0
and,O,0,0
provide,O,0,0
personalized,O,0,0
workout,O,0,0
recommendations,O,0,0
.,O,0,0
smart,B,13,1
mirrors,I,13,1
guide,O,0,0
users,O,0,0
through,O,0,0
exercises,O,0,0
by,O,0,0
displaying,O,0,0
realtime,O,0,0
feedback,O,0,0
while,O,0,0
wearable,B,11,1
devices,I,11,1
monitor,O,0,0
heart,O,0,0
rate,O,0,0
and,O,0,0
calories,O,0,0
burned,O,0,0
.,O,0,0
the,O,0,0
gym,O,0,0
management,O,0,0
system,O,0,0
optimizes,O,0,0
energy,O,0,0
usage,O,0,0
by,O,0,0
adjusting,O,0,0
lighting,O,0,0
and,O,0,0
hvac,O,0,0
settings,O,0,0
based,O,0,0
on,O,0,0
occupancy,O,0,0
.,O,0,0
a,O,0,0
smart,O,0,0
pet,O,0,0
care,O,0,0
system,O,0,0
includes,O,0,0
an,O,0,0
automatic,O,0,0
feeder,O,0,0
connected,O,0,0
to,O,0,0
the,O,0,0
internet,O,0,0
allowing,O,0,0
pet,O,0,0
owners,O,0,0
to,O,0,0
feed,O,0,0
their,O,0,0
pets,O,0,0
remotely,O,0,0
via,O,0,0
a,O,0,0
mobile,O,0,0
app,O,0,0
.,O,0,0
the,O,0,0
system,O,0,0
also,O,0,0
includes,O,0,0
a,O,0,0
smart,O,0,0
collar,O,0,0
that,O,0,0
tracks,O,0,0
the,O,0,0
pets,O,0,0
location,O,0,0
and,O,0,0
activity,O,0,0
levels,O,0,0
.,O,0,0
iotenabled,O,0,0
cameras,B,6,1
allow,O,0,0
owners,O,0,0
to,O,0,0
monitor,O,0,0
their,O,0,0
pets,O,0,0
in,O,0,0
realtime,O,0,0
providing,O,0,0
peace,O,0,0
of,O,0,0
mind,O,0,0
when,O,0,0
they,O,0,0
are,O,0,0
away,O,0,0
.,O,0,0
in,O,0,0
a,O,0,0
retail,O,0,0
warehouse,O,0,0
the,O,0,0
inventory,O,0,0
management,O,0,0
system,O,0,0
uses,O,0,0
iot,O,0,0
sensors,O,0,0
and,O,0,0
rfid,B,4,1
tags,O,0,0
to,O,0,0
track,O,0,0
the,O,0,0
movement,O,0,0
of,O,0,0
goods,O,0,0
in,O,0,0
realtime,O,0,0
.,O,0,0
the,O,0,0
system,O,0,0
automatically,O,0,0
updates,O,0,0
stock,O,0,0
levels,O,0,0
and,O,0,0
generates,O,0,0
alerts,O,0,0
when,O,0,0
items,O,0,0
are,O,0,0
running,O,0,0
low,O,0,0
.,O,0,0
this,O,0,0
ensures,O,0,0
that,O,0,0
popular,O,0,0
products,O,0,0
are,O,0,0
always,O,0,0
in,O,0,0
stock,O,0,0
and,O,0,0
reduces,O,0,0
the,O,0,0
risk,O,0,0
of,O,0,0
overstocking,O,0,0
.,O,0,0
the,O,0,0
smart,B,11,1
thermostat,I,11,1
in,O,0,0
the,O,0,0
office,O,0,0
building,O,0,0
adjusts,O,0,0
the,O,0,0
temperature,O,0,0
based,O,0,0
on,O,0,0
occupancy,O,0,0
data,O,0,0
collected,O,0,0
by,O,0,0
infrared,O,0,0
sensors,O,0,0
.,O,0,0
the,O,0,0
wearable,O,0,0
fitness,B,11,1
tracker,I,11,1
monitors,O,0,0
the,O,0,0
users,O,0,0
heart,O,0,0
rate,O,0,0
and,O,0,0
sends,O,0,0
realtime,O,0,0
data,O,0,0
to,O,0,0
a,O,0,0
mobile,O,0,0
health,O,0,0
app,O,0,0
.,O,0,0
the,O,0,0
smart,B,11,1
refrigerator,I,11,1
uses,O,0,0
rfid,B,4,1
technology,O,0,0
to,O,0,0
track,O,0,0
food,O,0,0
expiration,O,0,0
dates,O,0,0
and,O,0,0
suggests,O,0,0
recipes,O,0,0
based,O,0,0
on,O,0,0
available,O,0,0
ingredients,O,0,0
.,O,0,0
in,O,0,0
the,O,0,0
smart,O,0,0
farm,O,0,0
soil,B,14,1
moisture,I,14,1
sensors,I,14,1
and,O,0,0
weather,B,14,1
stations,I,14,1
work,O,0,0
together,O,0,0
to,O,0,0
optimize,O,0,0
irrigation,O,0,0
schedules,O,0,0
for,O,0,0
crops,O,0,0
.,O,0,0
the,O,0,0
industrial,O,0,0
robot,O,0,0
in,O,0,0
the,O,0,0
assembly,O,0,0
line,O,0,0
uses,O,0,0
vision,O,0,0
sensors,O,0,0
to,O,0,0
detect,O,0,0
defects,O,0,0
in,O,0,0
manufactured,O,0,0
products,O,0,0
.,O,0,0
the,O,0,0
smart,O,0,0
streetlights,O,0,0
in,O,0,0
the,O,0,0
city,O,0,0
adjust,O,0,0
brightness,O,0,0
based,O,0,0
on,O,0,0
pedestrian,O,0,0
movement,O,0,0
detected,O,0,0
by,O,0,0
motion,B,6,1
sensors,I,6,1
.,O,0,0
the,O,0,0
connected,O,0,0
vehicle,O,0,0
system,O,0,0
includes,O,0,0
gps,B,4,1
navigation,O,0,0
and,O,0,0
collision,O,0,0
detection,O,0,0
sensors,O,0,0
to,O,0,0
enhance,O,0,0
driver,O,0,0
safety,O,0,0
.,O,0,0
the,O,0,0
smart,O,0,0
washing,O,0,0
machine,O,0,0
can,O,0,0
be,O,0,0
controlled,O,0,0
remotely,O,0,0
via,O,0,0
a,O,0,0
mobile,O,0,0
app,O,0,0
and,O,0,0
sends,O,0,0
notifications,O,0,0
when,O,0,0
the,O,0,0
laundry,O,0,0
is,O,0,0
done,O,0,0
.,O,0,0
the,O,0,0
environmental,O,0,0
monitoring,O,0,0
system,O,0,0
uses,O,0,0
air,B,6,1
quality,I,6,1
sensors,I,6,1
to,O,0,0
measure,O,0,0
pollution,O,0,0
levels,O,0,0
and,O,0,0
sends,O,0,0
alerts,O,0,0
during,O,0,0
high,O,0,0
pollution,O,0,0
events,O,0,0
.,O,0,0
the,O,0,0
home,O,0,0
security,O,0,0
system,O,0,0
includes,O,0,0
doorwindow,O,0,0
sensors,O,0,0
and,O,0,0
a,O,0,0
video,O,0,0
doorbell,O,0,0
that,O,0,0
streams,O,0,0
live,O,0,0
footage,O,0,0
to,O,0,0
the,O,0,0
homeowners,O,0,0
smartphone,O,0,0
.,O,0,0
the,O,0,0
smart,O,0,0
grid,O,0,0
uses,O,0,0
energy,B,6,1
meters,I,6,1
and,O,0,0
voltage,B,6,1
sensors,I,6,1
to,O,0,0
balance,O,0,0
power,O,0,0
distribution,O,0,0
across,O,0,0
the,O,0,0
network,O,0,0
.,O,0,0
the,O,0,0
smart,B,11,1
speaker,I,11,1
in,O,0,0
the,O,0,0
living,O,0,0
room,O,0,0
uses,O,0,0
voice,O,0,0
recognition,O,0,0
to,O,0,0
control,O,0,0
connected,O,0,0
devices,O,0,0
like,O,0,0
lights,O,0,0
and,O,0,0
thermostats,O,0,0
.,O,0,0
the,O,0,0
smart,B,11,1
irrigation,I,11,1
system,I,11,1
in,O,0,0
the,O,0,0
garden,O,0,0
adjusts,O,0,0
watering,O,0,0
schedules,O,0,0
based,O,0,0
on,O,0,0
data,O,0,0
from,O,0,0
soil,B,14,1
moisture,I,14,1
sensors,I,14,1
.,O,0,0
the,O,0,0
accelerometer,B,6,1
in,O,0,0
the,O,0,0
wearable,O,0,0
fitness,B,11,1
tracker,I,11,1
measures,O,0,0
the,O,0,0
users,O,0,0
physical,O,0,0
activity,O,0,0
and,O,0,0
syncs,O,0,0
the,O,0,0
data,O,0,0
to,O,0,0
a,O,0,0
mobile,O,0,0
app,O,0,0
for,O,0,0
daily,O,0,0
step,O,0,0
counts,O,0,0
.,O,0,0
the,O,0,0
smart,B,11,1
refrigerator,I,11,1
uses,O,0,0
temperature,O,0,0
sensors,O,0,0
to,O,0,0
monitor,O,0,0
food,O,0,0
storage,O,0,0
conditions,O,0,0
and,O,0,0
sends,O,0,0
alerts,O,0,0
when,O,0,0
the,O,0,0
temperature,O,0,0
deviates,O,0,0
from,O,0,0
the,O,0,0
optimal,O,0,0
range,O,0,0
.,O,0,0
a,O,0,0
humidity,B,6,1
sensor,I,6,1
in,O,0,0
the,O,0,0
greenhouse,O,0,0
management,O,0,0
system,O,0,0
controls,O,0,0
the,O,0,0
irrigation,O,0,0
schedule,O,0,0
to,O,0,0
maintain,O,0,0
the,O,0,0
proper,O,0,0
moisture,O,0,0
levels,O,0,0
for,O,0,0
plant,O,0,0
growth,O,0,0
.,O,0,0
the,O,0,0
gas,O,0,0
leak,O,0,0
sensor,O,0,0
in,O,0,0
the,O,0,0
industrial,O,0,0
safety,O,0,0
system,O,0,0
continuously,O,0,0
monitors,O,0,0
for,O,0,0
hazardous,O,0,0
gases,O,0,0
and,O,0,0
triggers,O,0,0
an,O,0,0
alarm,O,0,0
if,O,0,0
dangerous,O,0,0
levels,O,0,0
are,O,0,0
detected,O,0,0
.,O,0,0
the,O,0,0
barometric,O,0,0
pressure,B,6,1
sensor,I,6,1
in,O,0,0
the,O,0,0
weather,B,14,1
station,I,14,1
measures,O,0,0
atmospheric,O,0,0
pressure,O,0,0
to,O,0,0
predict,O,0,0
changes,O,0,0
in,O,0,0
weather,O,0,0
patterns,O,0,0
.,O,0,0
a,O,0,0
vibration,B,6,1
sensor,I,6,1
in,O,0,0
the,O,0,0
predictive,O,0,0
maintenance,O,0,0
system,O,0,0
detects,O,0,0
abnormal,O,0,0
vibrations,O,0,0
in,O,0,0
industrial,O,0,0
machinery,O,0,0
helping,O,0,0
to,O,0,0
prevent,O,0,0
equipment,O,0,0
failure,O,0,0
.,O,0,0
the,O,0,0
gyroscope,B,6,1
in,O,0,0
the,O,0,0
drones,O,0,0
navigation,O,0,0
system,O,0,0
provides,O,0,0
orientation,O,0,0
data,O,0,0
to,O,0,0
maintain,O,0,0
stability,O,0,0
and,O,0,0
control,O,0,0
during,O,0,0
flight,O,0,0
.,O,0,0
a,O,0,0
flame,O,0,0
sensor,O,0,0
in,O,0,0
the,O,0,0
fire,O,0,0
detection,O,0,0
system,O,0,0
triggers,O,0,0
an,O,0,0
immediate,O,0,0
alert,O,0,0
when,O,0,0
it,O,0,0
detects,O,0,0
heat,O,0,0
and,O,0,0
flames,O,0,0
enabling,O,0,0
quick,O,0,0
emergency,O,0,0
response,O,0,0
.,O,0,0
the,O,0,0
rfid,B,6,1
sensor,I,6,1
in,O,0,0
the,O,0,0
inventory,O,0,0
management,O,0,0
system,O,0,0
tracks,O,0,0
the,O,0,0
location,O,0,0
of,O,0,0
products,O,0,0
in,O,0,0
realtime,O,0,0
ensuring,O,0,0
efficient,O,0,0
stock,O,0,0
management,O,0,0
.,O,0,0
the,O,0,0
glucose,O,0,0
sensor,O,0,0
in,O,0,0
the,O,0,0
continuous,O,0,0
glucose,O,0,0
monitoring,O,0,0
device,O,0,0
tracks,O,0,0
blood,O,0,0
sugar,O,0,0
levels,O,0,0
and,O,0,0
sends,O,0,0
realtime,O,0,0
updates,O,0,0
to,O,0,0
a,O,0,0
smartphone,O,0,0
app,O,0,0
for,O,0,0
diabetes,O,0,0
management,O,0,0
.,O,0,0
a,O,0,0
force,O,0,0
sensor,O,0,0
in,O,0,0
the,O,0,0
robotic,O,0,0
arm,B,10,1
measures,O,0,0
the,O,0,0
amount,O,0,0
of,O,0,0
pressure,O,0,0
applied,O,0,0
during,O,0,0
precision,O,0,0
tasks,O,0,0
ensuring,O,0,0
delicate,O,0,0
objects,O,0,0
are,O,0,0
handled,O,0,0
properly,O,0,0
.,O,0,0
the,O,0,0
infrared,B,6,1
sensor,I,6,1
in,O,0,0
the,O,0,0
automatic,O,0,0
door,O,0,0
system,O,0,0
detects,O,0,0
the,O,0,0
presence,O,0,0
of,O,0,0
people,O,0,0
and,O,0,0
opens,O,0,0
the,O,0,0
doors,O,0,0
without,O,0,0
requiring,O,0,0
physical,O,0,0
contact,O,0,0
.,O,0,0
the,O,0,0
ultrasonic,B,6,1
sensor,I,6,1
in,O,0,0
the,O,0,0
parking,O,0,0
assistance,O,0,0
system,O,0,0
measures,O,0,0
the,O,0,0
distance,O,0,0
between,O,0,0
the,O,0,0
car,O,0,0
and,O,0,0
surrounding,O,0,0
objects,O,0,0
to,O,0,0
help,O,0,0
the,O,0,0
driver,O,0,0
park,O,0,0
safely,O,0,0
.,O,0,0
a,O,0,0
ph,B,6,1
sensor,I,6,1
in,O,0,0
the,O,0,0
smart,O,0,0
agriculture,O,0,0
system,O,0,0
monitors,O,0,0
the,O,0,0
soils,O,0,0
acidity,O,0,0
levels,O,0,0
optimizing,O,0,0
the,O,0,0
nutrient,O,0,0
delivery,O,0,0
for,O,0,0
crops,O,0,0
.,O,0,0
the,O,0,0
lidar,B,6,1
sensor,I,6,1
in,O,0,0
the,O,0,0
autonomous,B,11,1
vehicle,I,11,1
scans,O,0,0
the,O,0,0
environment,O,0,0
to,O,0,0
create,O,0,0
a,O,0,0
d,O,0,0
map,O,0,0
allowing,O,0,0
for,O,0,0
realtime,O,0,0
obstacle,O,0,0
detection,O,0,0
and,O,0,0
navigation,O,0,0
.,O,0,0
the,O,0,0
heat,O,0,0
sensor,O,0,0
in,O,0,0
the,O,0,0
smart,O,0,0
stove,O,0,0
automatically,O,0,0
turns,O,0,0
off,O,0,0
the,O,0,0
burner,O,0,0
when,O,0,0
it,O,0,0
detects,O,0,0
excessive,O,0,0
temperatures,O,0,0
preventing,O,0,0
kitchen,O,0,0
fires,O,0,0
.,O,0,0
a,O,0,0
magnetometer,B,6,1
in,O,0,0
the,O,0,0
portable,O,0,0
compass,O,0,0
tracks,O,0,0
the,O,0,0
earths,O,0,0
magnetic,O,0,0
field,O,0,0
to,O,0,0
help,O,0,0
the,O,0,0
user,O,0,0
navigate,O,0,0
.,O,0,0
the,O,0,0
moisture,B,6,1
sensor,I,6,1
in,O,0,0
the,O,0,0
smart,B,11,1
irrigation,I,11,1
system,I,11,1
ensures,O,0,0
that,O,0,0
plants,O,0,0
receive,O,0,0
water,O,0,0
only,O,0,0
when,O,0,0
the,O,0,0
soil,O,0,0
is,O,0,0
dry,O,0,0
reducing,O,0,0
water,O,0,0
wastage,O,0,0
.,O,0,0
a,O,0,0
methane,O,0,0
gas,B,6,1
sensor,I,6,1
in,O,0,0
the,O,0,0
industrial,O,0,0
safety,O,0,0
system,O,0,0
monitors,O,0,0
gas,O,0,0
levels,O,0,0
to,O,0,0
prevent,O,0,0
leaks,O,0,0
and,O,0,0
ensure,O,0,0
worker,O,0,0
safety,O,0,0
.,O,0,0
the,O,0,0
heart,B,6,1
rate,I,6,1
sensor,I,6,1
in,O,0,0
the,O,0,0
fitness,B,11,1
tracker,I,11,1
continuously,O,0,0
monitors,O,0,0
the,O,0,0
users,O,0,0
heart,O,0,0
rate,O,0,0
during,O,0,0
workouts,O,0,0
and,O,0,0
displays,O,0,0
realtime,O,0,0
data,O,0,0
on,O,0,0
the,O,0,0
connected,O,0,0
smartphone,O,0,0
app,O,0,0
.,O,0,0
a,O,0,0
wind,O,0,0
speed,O,0,0
sensor,O,0,0
in,O,0,0
the,O,0,0
smart,O,0,0
weather,B,14,1
station,I,14,1
measures,O,0,0
wind,O,0,0
velocity,O,0,0
and,O,0,0
provides,O,0,0
realtime,O,0,0
weather,O,0,0
updates,O,0,0
for,O,0,0
outdoor,O,0,0
activities,O,0,0
.,O,0,0
the,O,0,0
smart,B,11,1
lock,I,11,1
uses,O,0,0
a,O,0,0
biometric,O,0,0
